libkadm5srv-mit12	amd64	1.19.2-2ubuntu0.8
libkdb5-10	amd64	1.19.2-2ubuntu0.8
libkeyutils1	amd64	1.6.1-2ubuntu3
libkml-dev	amd64	1.3.0-9
libkmlbase1	amd64	1.3.0-9
libkmlconvenience1	amd64	1.3.0-9
libkmldom1	amd64	1.3.0-9
libkmlengine1	amd64	1.3.0-9
libkmlregionator1	amd64	1.3.0-9
libkmlxsd1	amd64	1.3.0-9
libkmod2	amd64	29-1ubuntu1.1
libkrb5-3	amd64	1.19.2-2ubuntu0.8
libkrb5-dev	amd64	1.19.2-2ubuntu0.8
libkrb5support0	amd64	1.19.2-2ubuntu0.8
libksba8	amd64	1.6.0-2ubuntu0.2
liblab-gamut1	amd64	2.42.2-6ubuntu0.1
liblapack-dev	amd64	3.10.0-2ubuntu1
liblapack3	amd64	3.10.0-2ubuntu1
liblbfgsb0	amd64	3.0+dfsg.3-10
liblcms2-2	amd64	2.12~rc1-2ubuntu0.1
libldap-2.5-0	amd64	2.5.20+dfsg-0ubuntu0.22.04.1
liblept5	amd64	1.82.0-3build1
liblilv-0-0	amd64	0.24.12-2
libllvm14	amd64	1:14.0.0-1ubuntu1.1
libllvm15	amd64	1:15.0.7-0ubuntu0.22.04.3
liblsan0	amd64	12.3.0-1ubuntu1~22.04.3
libltdl-dev	amd64	2.4.6-15build2
libltdl7	amd64	2.4.6-15build2
liblz4-1	amd64	1.9.3-2build2
liblz4-dev	amd64	1.9.3-2build2
liblzma-dev	amd64	5.2.5-2ubuntu1.1
liblzma5	amd64	5.2.5-2ubuntu1.1
libmd-dev	amd64	1.0.4-1build1
libmd0	amd64	1.0.4-1build1
libmd4c0	amd64	0.4.8-1
libmfx1	amd64	22.3.0-1
libminizip-dev	amd64	1.1-8build1
libminizip1	amd64	1.1-8build1
libmount-dev	amd64	2.37.2-4ubuntu3.5
libmount1	amd64	2.37.2-4ubuntu3.5
libmp3lame0	amd64	3.100-3build2
libmpc3	amd64	1.2.1-2build1
libmpdec3	amd64	2.5.1-2build2
libmpfr6	amd64	4.1.0-3build3
libmpg123-0	amd64	1.29.3-1ubuntu0.1
libmtdev1	amd64	1.1.6-1build4
libmysofa1	amd64	1.2.1~dfsg0-1
libmysqlclient-dev	amd64	8.0.46-0ubuntu0.22.04.3
libmysqlclient21	amd64	8.0.46-0ubuntu0.22.04.3
libncurses6	amd64	6.3-2ubuntu0.2
libncursesw6	amd64	6.3-2ubuntu0.2
libnetcdf-c++4	amd64	4.2-12build1
libnetcdf-cxx-legacy-dev	amd64	4.2-12build1
libnetcdf-dev	amd64	1:4.8.1-1
libnetcdf19	amd64	1:4.8.1-1
libnettle8	amd64	3.7.3-1build2
libnghttp2-14	amd64	1.43.0-1ubuntu0.4
libnl-3-200	amd64	3.5.0-0.1
libnl-3-dev	amd64	3.5.0-0.1
libnl-route-3-200	amd64	3.5.0-0.1
libnl-route-3-dev	amd64	3.5.0-0.1
libnorm-dev	amd64	1.5.9+dfsg-2
libnorm1	amd64	1.5.9+dfsg-2
libnpth0	amd64	1.6-3build2
libnsl-dev	amd64	1.3.0-2build2
libnsl2	amd64	1.3.0-2build2
libnspr4	amd64	2:4.35-0ubuntu0.22.04.1
libnss3	amd64	2:3.98-0ubuntu0.22.04.4
libnuma-dev	amd64	2.0.14-3ubuntu2
libnuma1	amd64	2.0.14-3ubuntu2
liboctomap-dev	amd64	1.9.7+dfsg-3
liboctomap1.9	amd64	1.9.7+dfsg-3
libodbc2	amd64	2.3.9-5ubuntu0.1
libodbccr2	amd64	2.3.9-5ubuntu0.1
libodbcinst2	amd64	2.3.9-5ubuntu0.1
libode8	amd64	2:0.16.2-1
libogdi-dev	amd64	4.1.0+ds-5
libogdi4.1	amd64	4.1.0+ds-5
libogg-dev	amd64	1.3.5-0ubuntu3
libogg0	amd64	1.3.5-0ubuntu3
libogre-1.9-dev	amd64	1.9.0+dfsg1-12.1ubuntu1
libogre-1.9.0v5	amd64	1.9.0+dfsg1-12.1ubuntu1
libopenal-data	all	1:1.19.1-2build3
libopenal1	amd64	1:1.19.1-2build3
libopencv-calib3d-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-calib3d4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-contrib-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-contrib4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-core-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-core4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-dnn-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-dnn4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-features2d-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-features2d4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-flann-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-flann4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-highgui-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-highgui4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-imgcodecs-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-imgcodecs4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-imgproc-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-imgproc4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-ml-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-ml4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-objdetect-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-objdetect4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-photo-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-photo4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-shape-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-shape4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-stitching-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-stitching4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-superres-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-superres4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-video-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-video4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-videoio-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-videoio4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-videostab-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-videostab4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopencv-viz-dev	amd64	4.5.4+dfsg-9ubuntu4
libopencv-viz4.5d	amd64	4.5.4+dfsg-9ubuntu4
libopenexr-dev	amd64	2.5.7-1
libopenexr25	amd64	2.5.7-1
libopengl-dev	amd64	1.4.0-1
libopengl0	amd64	1.4.0-1
libopenjp2-7	amd64	2.4.0-6ubuntu0.5
libopenjp2-7-dev	amd64	2.4.0-6ubuntu0.5
libopenmpi-dev	amd64	4.1.2-2ubuntu1
libopenmpi3	amd64	4.1.2-2ubuntu1
libopenmpt0	amd64	0.6.1-1
libopenni-dev	amd64	1.5.4.0+dfsg-5
libopenni0	amd64	1.5.4.0+dfsg-5
libopenni2-0	amd64	2.2.0.33+dfsg-15
libopenni2-dev	amd64	2.2.0.33+dfsg-15
libopus0	amd64	1.3.1-0.1build2
liborc-0.4-0	amd64	1:0.4.32-2ubuntu0.1
liborocos-kdl-dev	amd64	1.5.1-2build1
liborocos-kdl1.5	amd64	1.5.1-2build1
libp11-kit0	amd64	0.24.0-6build1
libpam-modules	amd64	1.4.0-11ubuntu2.7
libpam-modules-bin	amd64	1.4.0-11ubuntu2.7
libpam-runtime	all	1.4.0-11ubuntu2.7
libpam-systemd	amd64	249.11-0ubuntu3.21
libpam0g	amd64	1.4.0-11ubuntu2.7
libpango-1.0-0	amd64	1.50.6+ds-2ubuntu1
libpangocairo-1.0-0	amd64	1.50.6+ds-2ubuntu1
libpangoft2-1.0-0	amd64	1.50.6+ds-2ubuntu1
libpathplan4	amd64	2.42.2-6ubuntu0.1
libpcap0.8	amd64	1.10.1-4ubuntu1.22.04.1
libpciaccess-dev	amd64	0.16-3
libpciaccess0	amd64	0.16-3
libpcl-apps1.12	amd64	1.12.1+dfsg-3build1
libpcl-common1.12	amd64	1.12.1+dfsg-3build1
libpcl-dev	amd64	1.12.1+dfsg-3build1
libpcl-features1.12	amd64	1.12.1+dfsg-3build1
libpcl-filters1.12	amd64	1.12.1+dfsg-3build1
libpcl-io1.12	amd64	1.12.1+dfsg-3build1
libpcl-kdtree1.12	amd64	1.12.1+dfsg-3build1
libpcl-keypoints1.12	amd64	1.12.1+dfsg-3build1
libpcl-ml1.12	amd64	1.12.1+dfsg-3build1
libpcl-octree1.12	amd64	1.12.1+dfsg-3build1
libpcl-outofcore1.12	amd64	1.12.1+dfsg-3build1
libpcl-people1.12	amd64	1.12.1+dfsg-3build1
libpcl-recognition1.12	amd64	1.12.1+dfsg-3build1
libpcl-registration1.12	amd64	1.12.1+dfsg-3build1
libpcl-sample-consensus1.12	amd64	1.12.1+dfsg-3build1
libpcl-search1.12	amd64	1.12.1+dfsg-3build1
libpcl-segmentation1.12	amd64	1.12.1+dfsg-3build1
libpcl-stereo1.12	amd64	1.12.1+dfsg-3build1
libpcl-surface1.12	amd64	1.12.1+dfsg-3build1
libpcl-tracking1.12	amd64	1.12.1+dfsg-3build1
libpcl-visualization1.12	amd64	1.12.1+dfsg-3build1
libpcre16-3	amd64	2:8.39-13ubuntu0.22.04.1
libpcre2-16-0	amd64	10.39-3ubuntu0.1
libpcre2-32-0	amd64	10.39-3ubuntu0.1
libpcre2-8-0	amd64	10.39-3ubuntu0.1
libpcre2-dev	amd64	10.39-3ubuntu0.1
libpcre2-posix3	amd64	10.39-3ubuntu0.1
libpcre3	amd64	2:8.39-13ubuntu0.22.04.1
libpcre3-dev	amd64	2:8.39-13ubuntu0.22.04.1
libpcre32-3	amd64	2:8.39-13ubuntu0.22.04.1
libpcrecpp0v5	amd64	2:8.39-13ubuntu0.22.04.1
libpcsclite1	amd64	1.9.5-3ubuntu1
libperl5.34	amd64	5.34.0-3ubuntu1.7
libpgm-5.3-0	amd64	5.3.128~dfsg-2
libpgm-dev	amd64	5.3.128~dfsg-2
libpixman-1-0	amd64	0.40.0-1ubuntu0.22.04.1
libpmix-dev	amd64	4.1.2-2ubuntu1
libpmix2	amd64	4.1.2-2ubuntu1
libpng-dev	amd64	1.6.37-3ubuntu0.5
libpng16-16	amd64	1.6.37-3ubuntu0.5
libpocketsphinx3	amd64	0.8.0+real5prealpha+1-14ubuntu1
libpoppler-dev	amd64	22.02.0-2ubuntu0.13
libpoppler-private-dev	amd64	22.02.0-2ubuntu0.13
libpoppler118	amd64	22.02.0-2ubuntu0.13
libpostproc-dev	amd64	7:4.4.2-0ubuntu0.22.04.1
libpostproc55	amd64	7:4.4.2-0ubuntu0.22.04.1
libpq-dev	amd64	14.23-0ubuntu0.22.04.1
libpq5	amd64	14.23-0ubuntu0.22.04.1
libprocps8	amd64	2:3.3.17-6ubuntu2.1
libproj-dev	amd64	8.2.1-1
libproj22	amd64	8.2.1-1
libprotobuf-dev	amd64	3.12.4-1ubuntu7.22.04.6
libprotobuf-lite23	amd64	3.12.4-1ubuntu7.22.04.6
libprotobuf23	amd64	3.12.4-1ubuntu7.22.04.6
libprotoc-dev	amd64	3.12.4-1ubuntu7.22.04.6
libprotoc23	amd64	3.12.4-1ubuntu7.22.04.6
libpsl5	amd64	0.21.0-1.2build2
libpsm-infinipath1	amd64	3.3+20.604758e7-6.1
libpsm2-2	amd64	11.2.185-1
libpthread-stubs0-dev	amd64	0.4-1build2
libpulse-dev	amd64	1:15.99.1+dfsg1-1ubuntu2.2
libpulse-mainloop-glib0	amd64	1:15.99.1+dfsg1-1ubuntu2.2
libpulse0	amd64	1:15.99.1+dfsg1-1ubuntu2.2
libpyside2-dev	amd64	5.15.2-2build2
libpyside2-py3-5.15	amd64	5.15.2-2build2
libpython3-dev	amd64	3.10.6-1~22.04.1
libpython3-stdlib	amd64	3.10.6-1~22.04.1
libpython3.10	amd64	3.10.12-1~22.04.16
libpython3.10-dev	amd64	3.10.12-1~22.04.16
libpython3.10-minimal	amd64	3.10.12-1~22.04.16
libpython3.10-stdlib	amd64	3.10.12-1~22.04.16
libqhull-dev	amd64	2020.2-4
libqhull-r8.0	amd64	2020.2-4
libqhull8.0	amd64	2020.2-4
libqhullcpp8.0	amd64	2020.2-4
libqt5concurrent5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5core5a	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5dbus5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5designer5	amd64	5.15.3-1
libqt5designercomponents5	amd64	5.15.3-1
libqt5gui5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5help5	amd64	5.15.3-1
libqt5network5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5opengl5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5opengl5-dev	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5positioning5	amd64	5.15.3+dfsg-3
libqt5printsupport5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5qml5	amd64	5.15.3+dfsg-1
libqt5qmlmodels5	amd64	5.15.3+dfsg-1
libqt5qmlworkerscript5	amd64	5.15.3+dfsg-1
libqt5quick5	amd64	5.15.3+dfsg-1
libqt5quickparticles5	amd64	5.15.3+dfsg-1
libqt5quickshapes5	amd64	5.15.3+dfsg-1
libqt5quicktest5	amd64	5.15.3+dfsg-1
libqt5quickwidgets5	amd64	5.15.3+dfsg-1
libqt5sensors5	amd64	5.15.3-1
libqt5sql5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5sql5-sqlite	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5svg5	amd64	5.15.3-1
libqt5test5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5webchannel5	amd64	5.15.3-1
libqt5webkit5	amd64	5.212.0~alpha4-15ubuntu1
libqt5webkit5-dev	amd64	5.212.0~alpha4-15ubuntu1
libqt5widgets5	amd64	5.15.3+dfsg-2ubuntu0.2
libqt5xml5	amd64	5.15.3+dfsg-2ubuntu0.2
libqtpropertybrowser5	amd64	5.0.2-3
libquadmath0	amd64	12.3.0-1ubuntu1~22.04.3
libqwt-qt5-6	amd64	6.1.4-2
libqwt-qt5-dev	amd64	6.1.4-2
librabbitmq4	amd64	0.10.0-1ubuntu2.1
libraqm0	amd64	0.7.0-4ubuntu1
libraw1394-11	amd64	2.1.2-2build2
libraw1394-dev	amd64	2.1.2-2build2
libraw20	amd64	0.20.2-2ubuntu2.22.04.3
librdmacm1	amd64	39.0-1
libreadline8	amd64	8.1.2-1
librhash0	amd64	1.4.2-1ubuntu1
librsvg2-2	amd64	2.52.5+dfsg-3ubuntu0.2
librtmp1	amd64	2.4+20151223.gitfa8646d.1-2build4
librttopo-dev	amd64	1.1.0-2
librttopo1	amd64	1.1.0-2
librubberband2	amd64	2.0.0-2
libsamplerate0	amd64	0.2.2-1build1
libsasl2-2	amd64	2.1.27+dfsg2-3ubuntu1.2
libsasl2-modules-db	amd64	2.1.27+dfsg2-3ubuntu1.2
libsdformat9-9	amd64	9.7.0+ds-1
libsdformat9-dev	amd64	9.7.0+ds-1
libsdl2-2.0-0	amd64	2.0.20+dfsg-2ubuntu1.22.04.1
libsdl2-dev	amd64	2.0.20+dfsg-2ubuntu1.22.04.1
libseccomp2	amd64	2.5.3-2ubuntu3~22.04.1
libselinux1	amd64	3.3-1build2
libselinux1-dev	amd64	3.3-1build2
libsemanage-common	all	3.3-1build2
libsemanage2	amd64	3.3-1build2
libsensors-config	all	1:3.6.0-7ubuntu1
libsensors5	amd64	1:3.6.0-7ubuntu1
libsepol-dev	amd64	3.3-1build1
libsepol2	amd64	3.3-1build1
libserd-0-0	amd64	0.30.10-2
libshiboken2-dev	amd64	5.15.2-2build2
libshiboken2-py3-5.15	amd64	5.15.2-2build2
libshine3	amd64	3.1.1-2
libsigsegv2	amd64	2.13-1ubuntu3
libsimbody-dev	amd64	3.6.1+dfsg-7build1
libsimbody3.6	amd64	3.6.1+dfsg-7build1
libslang2	amd64	2.3.2-5build4
libsm-dev	amd64	2:1.2.3-1build2
libsm6	amd64	2:1.2.3-1build2
libsmartcols1	amd64	2.37.2-4ubuntu3.5
libsnappy1v5	amd64	1.1.8-1build3
libsndfile1	amd64	1.0.31-2ubuntu0.2
libsndio-dev	amd64	1.8.1-1.1
libsndio7.0	amd64	1.8.1-1.1
libsocket++1	amd64	1.12.13+git20131030.5d039ba-1
libsodium-dev	amd64	1.0.18-1ubuntu0.22.04.1
libsodium23	amd64	1.0.18-1ubuntu0.22.04.1
libsord-0-0	amd64	0.16.8-2
libsoxr0	amd64	0.1.3-4build2
libspatialite-dev	amd64	5.0.1-2build2
libspatialite7	amd64	5.0.1-2build2
libspdlog-dev	amd64	1:1.9.2+ds-0.2
libspdlog1	amd64	1:1.9.2+ds-0.2
libspeex1	amd64	1.2~rc1.2-1.1ubuntu3
libsphinxbase3	amd64	0.8+5prealpha+1-13build1
libspnav0	amd64	0.2.3-1
libsqlite3-0	amd64	3.37.2-2ubuntu0.7
libsqlite3-dev	amd64	3.37.2-2ubuntu0.7
libsratom-0-0	amd64	0.6.8-1
libsrt1.4-gnutls	amd64	1.4.4-4
libss2	amd64	1.46.5-2ubuntu1.2
libssh-4	amd64	0.9.6-2ubuntu0.22.04.7
libssh-gcrypt-4	amd64	0.9.6-2ubuntu0.22.04.7
libssl-dev	amd64	3.0.2-0ubuntu1.26
libssl3	amd64	3.0.2-0ubuntu1.26
libstdc++-11-dev	amd64	11.4.0-1ubuntu1~22.04.3
libstdc++6	amd64	12.3.0-1ubuntu1~22.04.3
libsuperlu-dev	amd64	5.3.0+dfsg1-2
libsuperlu5	amd64	5.3.0+dfsg1-2
libswresample-dev	amd64	7:4.4.2-0ubuntu0.22.04.1
libswresample3	amd64	7:4.4.2-0ubuntu0.22.04.1
libswscale-dev	amd64	7:4.4.2-0ubuntu0.22.04.1
libswscale5	amd64	7:4.4.2-0ubuntu0.22.04.1
libsystemd0	amd64	249.11-0ubuntu3.21
libsz2	amd64	1.0.6-1
libtar-dev	amd64	1.2.20-8ubuntu0.22.04.1
libtar0	amd64	1.2.20-8ubuntu0.22.04.1
libtasn1-6	amd64	4.18.0-4ubuntu0.2
libtbb-dev	amd64	2021.5.0-7ubuntu2
libtbb12	amd64	2021.5.0-7ubuntu2
libtbb2	amd64	2020.3-1ubuntu3
libtbbmalloc2	amd64	2021.5.0-7ubuntu2
libtcl8.6	amd64	8.6.12+dfsg-1build1
libtesseract4	amd64	4.1.1-2.1build1
libthai-data	all	0.1.29-1build1
libthai0	amd64	0.1.29-1build1
libtheora-dev	amd64	1.1.1+dfsg.1-15ubuntu4
libtheora0	amd64	1.1.1+dfsg.1-15ubuntu4
libtiff-dev	amd64	4.3.0-6ubuntu0.13
libtiff5	amd64	4.3.0-6ubuntu0.13
libtiffxx5	amd64	4.3.0-6ubuntu0.13
libtinfo6	amd64	6.3-2ubuntu0.2
libtinyobjloader-dev	amd64	2.0.0~rc5+dfsg1-5build1
libtinyobjloader1	amd64	2.0.0~rc5+dfsg1-5build1
libtinyxml-dev	amd64	2.6.2-6ubuntu0.22.04.1
libtinyxml2-9	amd64	9.0.0+dfsg-3
libtinyxml2-dev	amd64	9.0.0+dfsg-3
libtinyxml2.6.2v5	amd64	2.6.2-6ubuntu0.22.04.1
libtirpc-common	all	1.3.2-2ubuntu0.1
libtirpc-dev	amd64	1.3.2-2ubuntu0.1
libtirpc3	amd64	1.3.2-2ubuntu0.1
libtk8.6	amd64	8.6.12-1build1
libtsan0	amd64	11.4.0-1ubuntu1~22.04.3
libtwolame0	amd64	0.4.0-2build2
libubsan1	amd64	12.3.0-1ubuntu1~22.04.3
libucx0	amd64	1.12.1~rc2-1
libudev-dev	amd64	249.11-0ubuntu3.21
libudev1	amd64	249.11-0ubuntu3.21
libudfread0	amd64	1.1.2-1
libunistring2	amd64	1.0-1
libunwind8	amd64	1.3.2-2build2.1
liburdfdom-model3.0	amd64	3.0.1-1
liburdfdom-world3.0	amd64	3.0.1-1
liburiparser-dev	amd64	0.9.6+dfsg-1
liburiparser1	amd64	0.9.6+dfsg-1
libusb-1.0-0	amd64	2:1.0.25-1ubuntu2
libusb-1.0-0-dev	amd64	2:1.0.25-1ubuntu2
libutfcpp-dev	amd64	3.2.1-2
libuuid1	amd64	2.37.2-4ubuntu3.5
libuv1	amd64	1.43.0-1ubuntu0.1
libva-drm2	amd64	2.14.0-1
libva-x11-2	amd64	2.14.0-1
libva2	amd64	2.14.0-1
libvdpau1	amd64	1.4-3build2
libvidstab1.1	amd64	1.1.0-2
libvorbis0a	amd64	1.3.7-1build2
libvorbisenc2	amd64	1.3.7-1build2
libvorbisfile3	amd64	1.3.7-1build2
libvpx7	amd64	1.11.0-2ubuntu2.5
libvtk9-dev	amd64	9.1.0+really9.1.0+dfsg2-3build1
libvtk9-java	amd64	9.1.0+really9.1.0+dfsg2-3build1
libvtk9-qt-dev	amd64	9.1.0+really9.1.0+dfsg2-3build1
libvtk9.1	amd64	9.1.0+really9.1.0+dfsg2-3build1
libvtk9.1-qt	amd64	9.1.0+really9.1.0+dfsg2-3build1
libvulkan-dev	amd64	1.3.204.1-2
libvulkan1	amd64	1.3.204.1-2
libwacom-common	all	2.2.0-1
libwacom9	amd64	2.2.0-1
libwayland-bin	amd64	1.20.0-1ubuntu0.1
libwayland-client0	amd64	1.20.0-1ubuntu0.1
libwayland-cursor0	amd64	1.20.0-1ubuntu0.1
libwayland-dev	amd64	1.20.0-1ubuntu0.1
libwayland-egl1	amd64	1.20.0-1ubuntu0.1
libwayland-server0	amd64	1.20.0-1ubuntu0.1
libwebp-dev	amd64	1.2.2-2ubuntu0.22.04.2
libwebp7	amd64	1.2.2-2ubuntu0.22.04.2
libwebpdemux2	amd64	1.2.2-2ubuntu0.22.04.2
libwebpmux3	amd64	1.2.2-2ubuntu0.22.04.2
libwoff1	amd64	1.0.2-1build4
libx11-6	amd64	2:1.7.5-1ubuntu0.3
libx11-data	all	2:1.7.5-1ubuntu0.3
libx11-dev	amd64	2:1.7.5-1ubuntu0.3
libx11-xcb1	amd64	2:1.7.5-1ubuntu0.3
libx264-163	amd64	2:0.163.3060+git5db6aa6-2build1
libx265-199	amd64	3.5-2
libx265-dev	amd64	3.5-2
libxau-dev	amd64	1:1.0.9-1build5
libxau6	amd64	1:1.0.9-1build5
libxaw7	amd64	2:1.0.14-1
libxaw7-dev	amd64	2:1.0.14-1
libxcb-dri2-0	amd64	1.14-3ubuntu3
libxcb-dri3-0	amd64	1.14-3ubuntu3
libxcb-glx0	amd64	1.14-3ubuntu3
libxcb-icccm4	amd64	0.4.1-1.1build2
libxcb-image0	amd64	0.4.0-2
libxcb-keysyms1	amd64	0.4.0-1build3
libxcb-present0	amd64	1.14-3ubuntu3
libxcb-randr0	amd64	1.14-3ubuntu3
libxcb-render-util0	amd64	0.3.9-1build3
libxcb-render0	amd64	1.14-3ubuntu3
libxcb-shape0	amd64	1.14-3ubuntu3
libxcb-shm0	amd64	1.14-3ubuntu3
libxcb-sync1	amd64	1.14-3ubuntu3
libxcb-util1	amd64	0.4.0-1build2
libxcb-xfixes0	amd64	1.14-3ubuntu3
libxcb-xinerama0	amd64	1.14-3ubuntu3
libxcb-xinput0	amd64	1.14-3ubuntu3
libxcb-xkb1	amd64	1.14-3ubuntu3
libxcb1	amd64	1.14-3ubuntu3
libxcb1-dev	amd64	1.14-3ubuntu3
libxcomposite1	amd64	1:0.4.5-1build2
libxcursor-dev	amd64	1:1.2.0-2build4
libxcursor1	amd64	1:1.2.0-2build4
libxdamage1	amd64	1:1.1.5-2build2
libxdmcp-dev	amd64	1:1.1.3-0ubuntu5
libxdmcp6	amd64	1:1.1.3-0ubuntu5
libxerces-c-dev	amd64	3.2.3+debian-3ubuntu0.1
libxerces-c3.2	amd64	3.2.3+debian-3ubuntu0.1
libxext-dev	amd64	2:1.3.4-1build1
libxext6	amd64	2:1.3.4-1build1
libxfixes-dev	amd64	1:6.0.0-1
libxfixes3	amd64	1:6.0.0-1
libxft-dev	amd64	2.3.4-1
libxft2	amd64	2.3.4-1
libxi-dev	amd64	2:1.8-1build1
libxi6	amd64	2:1.8-1build1
libxinerama-dev	amd64	2:1.1.4-3
libxinerama1	amd64	2:1.1.4-3
libxkbcommon-dev	amd64	1.4.0-1
libxkbcommon-x11-0	amd64	1.4.0-1
libxkbcommon0	amd64	1.4.0-1
libxml2	amd64	2.9.13+dfsg-1ubuntu0.12
libxml2-dev	amd64	2.9.13+dfsg-1ubuntu0.12
libxml2-utils	amd64	2.9.13+dfsg-1ubuntu0.12
libxmu-dev	amd64	2:1.1.3-3
libxmu-headers	all	2:1.1.3-3
libxmu6	amd64	2:1.1.3-3
libxnvctrl0	amd64	510.47.03-0ubuntu1.22.04.1
libxpm-dev	amd64	1:3.5.12-1ubuntu0.22.04.3
libxpm4	amd64	1:3.5.12-1ubuntu0.22.04.3
libxrandr-dev	amd64	2:1.5.2-1build1
libxrandr2	amd64	2:1.5.2-1build1
libxrender-dev	amd64	1:0.9.10-1build4
libxrender1	amd64	1:0.9.10-1build4
libxshmfence1	amd64	1.3-1build4
libxsimd-dev	amd64	7.6.0-2
libxslt1.1	amd64	1.1.34-4ubuntu0.22.04.5
libxss-dev	amd64	1:1.2.3-1build2
libxss1	amd64	1:1.2.3-1build2
libxt-dev	amd64	1:1.2.1-1
libxt6	amd64	1:1.2.1-1
libxtst6	amd64	2:1.2.3-1build4
libxv-dev	amd64	2:1.0.11-1build2
libxv1	amd64	2:1.0.11-1build2
libxvidcore4	amd64	2:1.3.7-1
libxxf86vm-dev	amd64	1:1.1.4-1build3
libxxf86vm1	amd64	1:1.1.4-1build3
libxxhash0	amd64	0.8.1-1
libyaml-0-2	amd64	0.2.2-1build2
libyaml-cpp-dev	amd64	0.7.0+dfsg-8build1
libyaml-cpp0.7	amd64	0.7.0+dfsg-8build1
libyaml-dev	amd64	0.2.2-1build2
libz3-4	amd64	4.8.12-1
libzimg2	amd64	3.0.3+ds1-1
libzip-dev	amd64	1.7.3-1ubuntu2
libzip4	amd64	1.7.3-1ubuntu2
libzmq3-dev	amd64	4.3.4-2
libzmq5	amd64	4.3.4-2
libzstd-dev	amd64	1.4.8+dfsg-3build1
libzstd1	amd64	1.4.8+dfsg-3build1
libzvbi-common	all	0.2.35-19
libzvbi0	amd64	0.2.35-19
libzzip-0-13	amd64	0.13.72+dfsg.1-1.1
linux-libc-dev	amd64	5.15.0-186.196
login	amd64	1:4.8.1-2ubuntu2.2
logsave	amd64	1.46.5-2ubuntu1.2
lsb-base	all	11.1.0ubuntu4
lsb-release	all	11.1.0ubuntu4
lto-disabled-list	all	24
m4	amd64	1.4.18-5ubuntu2
mailcap	all	3.70+nmu1ubuntu1.22.04.1
make	amd64	4.3-4.1build1
mawk	amd64	1.3.4.20200120-3
media-types	all	7.0.0
mime-support	all	3.66
mount	amd64	2.37.2-4ubuntu3.5
mpi-default-bin	amd64	1.14
mpi-default-dev	amd64	1.14
mysql-common	all	5.8+1.0.8
ncurses-base	all	6.3-2ubuntu0.2
ncurses-bin	amd64	6.3-2ubuntu0.2
ocl-icd-libopencl1	amd64	2.2.14-3
openjdk-11-jdk	amd64	11.0.31+11-1ubuntu1~22.04.2
openjdk-11-jdk-headless	amd64	11.0.31+11-1ubuntu1~22.04.2
